ref_ID,ref_long,geo_entity_ref,type,subset,taxon_ID,taxon_name,checklist,native_indicated,natural_indicated,end_ref,traits,restricted,proc_date
10424,"Li, Zhu, Chen, John, Zhou, Zhang, Zhang & Ye (2015) Are functional traits a good predictor of global change impacts on tree species abundance dynamics in a subtropical forest?. Ecology Letters 18, 1181-1189.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10425,"Li & Shipley (2018) Community divergence and convergence along experimental gradients of stress and disturbance. Ecology 99, 775-781.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10426,"Lin, Medlyn, Duursma, Prentice, Wang, Baig, Eamus, Dios, Mitchell, Ellsworth, Beeck, Wallin, Uddling, Tarvainen, Linderson, Cernusak, Nippert, Ocheltree, Tissue, Martin-StPaul, Rogers, Warren, Angelis, Hikosaka, Han, Onoda, Gimeno, Barton, Bennie, Bonal, Bosc, Löw, Macinins-Ng, Rey, Rowland, Setterfield, Tausz-Posch, Zaragoza-Castells, Broadmeadow, Drake, Freeman, Ghannoum, Hutley, Kelly, Kikuzawa, Kolari, Koyama, Limousin, Meir, Lola da Costa, Mikkelsen, Salinas, Sun & Wingate (2015) Optimal stomatal behaviour around the world. Nature Climate Change 5, 459-464.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10427,"Lusk, Kaneko, Grierson, Clearwater & Gilliam (2013) Correlates of tree species sorting along a temperature gradient in New Zealand rain forests. Journal of Ecology 101, 1531-1541.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10428,"Maire, Wright, Prentice, Batjes, Bhaskar, van Bodegom, Cornwell, Ellsworth, Niinemets, Ordonez, Reich & Santiago (2015) Global effects of soil and climate on leaf photosynthetic traits and rates. Global Ecology and Biogeography 24, 706-717.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10429,"McFadden, Bartlett, Wiegand, Turner, Sack, Valencia & Kraft (2019) Disentangling the functional trait correlates of spatial aggregation in tropical forest trees. Ecology 100, e02591.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10430,"Meir, Levy, Grace & Jarvis (2007) Photosynthetic parameters from two contrasting woody vegetation types in West Africa. Plant Ecology 192, 277-287.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10431,"MENCUCCINI (2003) The ecological significance of long-distance water transport. Plant, cell & environment 26, 163-182.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10432,"Milla & Reich (2011) Multi-trait interactions, not phylogeny, fine-tune leaf size reduction with increasing altitude. Annals of Botany 107, 455-65.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10433,"Miller, Ives, Harrison, Damschen & Laliberté (2018) Early- and late-flowering guilds respond differently to landscape spatial structure. Journal of Ecology 106, 1033-1045.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10434,"Minden & Kleyer (2011) Testing the effect-response framework. Journal of Vegetation Science 22, 387-401.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10435,"Minden & Kleyer (2014) Internal and external regulation of plant organ stoichiometry. Plant biology (Stuttgart, Germany) 16, 897-907.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10436,"Moles, FALSTER, Leishman, Westoby, Moles, Leishman, Westoby, Moles, Leishman & Westoby (2004) Small-seeded species produce more seeds per square metre of canopy per year, but not per individual per lifetime. Journal of Ecology 92, 384-396.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10437,"Moretti & Legg (2009) Combining plant and animal traits to assess community functional responses to disturbance. Ecography 32, 299-309.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10438,"Muir, Hangarter, Moyle & Davis (2014) Morphological and anatomical determinants of mesophyll conductance in wild relatives of tomato (Solanum sect. Lycopersicon, sect. Lycopersicoides; Solanaceae). Plant, cell & environment 37, 1415-26.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10439,"Müller, Overbeck, Pfadenhauer & Pillar (2007) Plant Functional Types of Woody Species Related to Fire Disturbance in Forest–Grassland Ecotones. Plant Ecology 189, 1-14.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10440,"Niinemets (2001) Global-scale climatic controls of leaf dry mass per area, density, and thickness in trees and shrubs. Ecology 82, 453-469.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10441,"Onoda, Westoby, Adler, Choong, Clissold, Cornelissen, Díaz, Dominy, Elgart & Enrico (2011) Global patterns of leaf mechanical properties. Ecology Letters 14, 301-312.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10442,"Onoda, Wright, Evans, Hikosaka, Kitajima, Niinemets, Poorter, Tosens & Westoby (2017) Physiological and structural tradeoffs underlying the leaf economics spectrum. The New phytologist 214, 1447-1463.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10443,"Onstein, Carter, Xing & Linder (2014) Diversification rate shifts in the Cape Floristic Region. Perspectives in Plant Ecology, Evolution and Systematics 16, 331-340.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10444,"Ordoñez, van Bodegom, Witte, Bartholomeus, van Hal & Aerts (2010) Plant strategies in relation to resource supply in mesic to wet environments. The American Naturalist 175, 225-39.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10445,"Paula, Arianoutsou, Kazanis, Tavsanoglu, Lloret, Buhk, Ojeda, Luna, Moreno & Rodrigo (2009) Fire‐related traits for plant species of the Mediterranean Basin. Ecology 90, 1420-1420.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10446,"Peco, Pablos, Traba & Levassor (2005) The effect of grazing abandonment on species composition and functional traits. Basic and Applied Ecology 6, 175-183.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10447,"PENUELAS, SARDANS, LLUSIÀ, OWEN, CARNICER, GIAMBELLUCA, REZENDE, WAITE & NIINEMETS (2010) Faster returns on ‘leaf economics’ and different biogeochemical niche in invasive compared with native plant species. Global Change Biology 16, 2171-2185.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10448,"Petter, Wagner, Zotz, Cabral, Wanek, Sanchez Delgado & Kreft (2016) Distribution of functional leaf traits of vascular epiphytes: vertical trends, intra- and interspecific trait variability, and phylogenetic signals. Funktional Ecology 30, NA.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10449,"Pierce, Ceriani, Andreis, Luzzaro & Cerabolini (2007) The leaf economics spectrum of Poaceae reflects variation in survival strategies. Plant Biosystems 141, 337-343.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10450,"Pierce, Luzzaro, CACCIANIGA, Ceriani, Cerabolini, Pierce, Luzzaro, Ceriani & Cerabolini (2007) Disturbance is the principal α-scale filter determining niche differentiation, coexistence and biodiversity in an alpine community. Journal of Ecology 95, 698-706.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10451,"Pierce, Brusa, Sartori & Cerabolini (2012) Combined use of leaf size and economics traits allows direct comparison of hydrophyte and terrestrial herbaceous adaptive strategies. Annals of Botany 109, 1047-53.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10452,"Pierce, Brusa, Vagge, Cerabolini & Thompson (2013) Allocating CSR plant functional types. Functional Ecology 27, 1002-1010.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10453,"Pierce, Vagge, Brusa & Cerabolini (2014) The intimacy between sexual traits and Grime’s CSR strategies for orchids coexisting in semi-natural calcareous grassland at the Olive Lawn. Plant Ecology 215, 495-505.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10454,"Pisek, Sonnentag, Richardson & Mõttus (2013) Is the spherical leaf inclination angle distribution a valid assumption for temperate and boreal broadleaf tree species?. Agricultural and Forest Meteorology 169, 186-194.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10455,"Poschlod, Kleyer, Jackel, Dannemann & Tackenberg (2003) BIOPOP — A database of plant traits and internet application for nature conservation. Folia Geobotanica 38, 263-271.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10456,"Prentice, Meng, Wang, Harrison, Ni & Wang (2011) Evidence of a universal scaling relationship for leaf CO2 drawdown along an aridity gradient. The New phytologist 190, 169-80.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10457,"Quested, Cornelissen, Press, Callaghan, Aerts, Trosien, Riemann, Gwynn-Jones, Kondratchuk & Jonasson (2003) Decomposition of sub-arctic plants with differing nitrogen economies. Ecology 84, 3209-3221.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10458,"Raabe, Pisek, Sonnentag & Annuk (2015) Variations of leaf inclination angle distribution with height over the growing season and light exposure for eight broadleaf tree species. Agricultural and Forest Meteorology 214-215, 2-11.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10459,"Reich, Tjoelker, Pregitzer, Wright, Oleksyn & Machado (2008) Scaling of respiration to nitrogen in leaves, stems and roots of higher land plants. Ecology Letters 11, 793-801.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10460,"Reich, Oleksyn & Wright (2009) Leaf phosphorus influences the photosynthesis-nitrogen relation. Oecologia 160, 207-12.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10461,"Rosell, Olson, Anfodillo & Martínez-Méndez (2017) Exploring the bark thickness-stem diameter relationship. The New phytologist 215, 569-581.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10462,"Santos, Al-Azzawi, Aronson & Flowers (2016) eHALOPH a Database of Salt-Tolerant Plants. Plant & cell physiology 57, e10.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10463,"Scherer-Lorenzen, SCHULZE, DON, SCHUMACHER & WELLER (2007) Exploring the functional significance of forest diversity. Perspectives in Plant Ecology, Evolution and Systematics 9, 53-70.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10464,"Schmitt, Mehltreter, Sundue, Testo, Watanabe & Jansen (2017) The evolution of aluminum accumulation in ferns and lycophytes. American Journal of Botany 104, 573-583.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10465,"Schweingruber & Landolt (2005) The xylem database. Swiss Federal Research Institute WSL Updated NA, NA.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10466,"Sheremet’ev (2005) Herbs on the soil moisture gradient (water relations and the structural-functional organization). KMK, Moscow 271, NA.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10467,"Shiodera, Rahajoe & Kohyama (2008) Variation in longevity and traits of leaves among co-occurring understorey plants in a tropical montane forest. Journal of Tropical Ecology 24, 121-133.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10468,"Shipley (1989) The Use of Above-Ground Maximum Relative Growth Rate as an Accurate Predictor of Whole-Plant Maximum Relative Growth Rate. Functional Ecology 3, 771-775.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10469,"Shipley (2002) Trade-offs between net assimilation rate and specific leaf area in determining relative growth rate. Functional Ecology 16, 682-689.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10470,"Shipley & Vu (2002) Dry matter content as a measure of dry matter concentration in plants and their parts. The New phytologist 153, 359-364.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10471,"Siefert, Fridley & Ritchie (2014) Community functional responses to soil and climate at multiple spatial scales. PloS one 9, e111189.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10472,"Slot, Rey-Sánchez, Winter, Kitajima & Poorter (2014) Trait-based scaling of temperature-dependent foliar respiration in a species-rich tropical forest canopy. Functional Ecology 28, 1074-1086.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10473,"Slot & Winter (2017) In situ temperature response of photosynthesis of 42 tree and liana species in the canopy of two Panamanian lowland tropical forests with contrasting rainfall regimes. The New phytologist 214, 1103-1117.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10474,"Smith, Woodin, Pakeman, Johnson & van der Wal (2014) Root traits predict decomposition across a landscape-scale grazing experiment. The New phytologist 203, 851-62.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10475,"Smith & Dukes (2017) LCE. Ecology 98, 2978.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10476,"Souza, Higuchi, Silva, Schimalski, Loebens, Buzzi Júnior, Souza, Rodrigues Junior, Walter, Missio & Rosa (2017) Partição de nicho por grupos funcionais de espécies arbóreas em uma floresta subtropical. Rodriguésia 68, 1165-1175.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10477,"Spasojevic, Turner, Myers & Jones (2016) When does intraspecific trait variation contribute to functional beta-diversity?. Journal of Ecology 104, 487-496.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10478,"Swenson, Anglada-Cordero & Barone (2011) Deterministic tropical tree community turnover. Proceedings. Biological sciences 278, 877-84.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10479,"Takkis (NA) Changes in plant species richness and population performance in response to habitat loss and fragmentation. Thesis, Biologicae Universitatis Tartuensis.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10480,"USDA & NRCS (2015) The PLANTS Database. Available at: http://plants.usda.gov, last accessed  24.04.2015.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10481,"van de Weg, Meir, Grace & Atkin (2009) Altitudinal variation in leaf mass per unit area, leaf tissue density and foliar nitrogen and phosphorus content along an Amazon-Andes gradient in Peru. Plant Ecology & Diversity 2, 243-254.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10482,"van de Weg, Meir, Grace & Ramos (2012) Photosynthetic parameters, dark respiration and leaf traits in the canopy of a Peruvian tropical montane cloud forest. Oecologia 168, 23-34.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10483,"van der Plas & Olff (2014) Mesoherbivores affect grasshopper communities in a megaherbivore-dominated South African savannah. Oecologia 175, 639-49.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10484,"VERGUTZ, MANZONI, PORPORATO, NOVAIS & Jackson (2012) A Global Database of Carbon and Nutrient Concentrations of Green and Senesced Leaves.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10485,"WALKER, Aranda, Beckermann, Bown, Cernusak, Dang, Domingues, Gu, Guo, Han, Kattge, Kubiske, Manter, Merilo, Midgley, Porte, Scales, Tissue, Turnbull, Warren, Wohlfahrt, Woodward & Wullschleger (2014) A Global Data Set of Leaf Photosynthetic Rates, Leaf N and P, and Specific Leaf Area.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10486,"Wang, Harrison, Prentice, Yang, Bai, Furstenau Togashi, Wang, Zhou & Ni (2017) The China Plant Trait Database. NA NA, NA.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10487,"Werner, Cornelissen, Cornwell, Soudzilovskaia, Kattge, West & Kiers (2018) Symbiont switching and alternative resource acquisition strategies drive mutualism breakdown. Proceedings of the National Academy of Sciences of the United States of America 115, 5229-5234.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10488,"White, Thornton, Running & Nemani (2000) Parameterization and Sensitivity Analysis of the BIOME–BGC Terrestrial Ecosystem Model. Earth Interactions 4, 1-85.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10489,Wirth & Lichstein (unpublished) The Imprint of Species Turnover on Old-Growth Forest Carbon Balances - Insights From a Trait-Based Model of Forest Dynamics.,Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10490,"Wright, Reich, Westoby, Ackerly, Baruch, Bongers, Cavender-Bares, Chapin, Cornelissen, Diemer, Flexas, Garnier, Groom, Gulias, Hikosaka, Lamont, Lee, Lee, Lusk, Midgley, Navas, Niinemets, Oleksyn, Osada, Poorter, Poot, Prior, Pyankov, Roumet, Thomas, Tjoelker, Veneklaas & Villar (2004) The worldwide leaf economics spectrum. Nature 428, 821–827.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10491,"Wright, Ackerly, Bongers, Harms, Ibarra-Manriquez, Martinez-Ramos, Mazer, Muller-Landau, Paz, Pitman, Poorter, Silman, Vriesendorp, Webb, Westoby & Wright (2007) Relationships among ecologically important dimensions of plant trait variation in seven neotropical forests. Annals of Botany (London) 99, 1003-15.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10492,"Wright, Kitajima, Kraft, Reich, Wright, Bunker, Condit, Dalling, Davies, Díaz, Engelbrecht, Harms, Hubbell, Marks, Ruiz-Jaen, Salvador & Zanne (2010) Functional traits and the growth-mortality trade-off in tropical trees. Ecology 91, 3664-74.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10493,"Wright, Dong, Maire, Prentice, Westoby, Díaz, Gallagher, Jacobs, Kooyman, Law, Leishman, Niinemets, Reich, Sack, Villar, Wang & Wilf (2017) Global climatic drivers of leaf size. Science 357, 917-921.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10494,"Yu, Elser, He, Wu, Chen, Zhang & Han (2011) Stoichiometric homeostasis of vascular plants in the Inner Mongolia grassland. Oecologia 166, 1-10.",Global,Species Database,all,2,Tracheophyta,0,0,0,0,1,1,2020-12-17
10495,"Press, Short & Turland (2016) Flora of Madeira. Pelagic Publishing, Exeter.",Madeira and Selvagens,Flora,all,2,Tracheophyta,1,1,1,1,1,1,2021-02-09
10496,"Cámara-Leret, Frodin, Adema, Anderson, Appelhans, Argent, Arias Guerrero, Ashton, Baker, Barfod, Barrington, Borosova, Bramley, Briggs, Buerki, Cahen, Callmander, Cheek, Chen, Conn, Coode, Darbyshire, Dawson, Dransfield, Drinkell, Duyfjes, Ebihara, Ezedin, Fu, Gideon, Girmansyah, Govaerts, Fortune-Hopkins, Hassemer, Hay, Heatubun, Hind, Hoch, Homot, Hovenkamp, Hughes, Jebb, Jennings, Jimbo, Kessler, Kiew, Knapp, Lamei, Lehnert, Lewis, Linder, Lindsay, Low, Lucas, Mancera, Monro, Moore, Middleton, Nagamasu, Newman, Nic Lughadha, Melo, Ohlsen, Pannell, Parris, Pearce, Penneys, Perrie, Petoe, Poulsen, Prance, Quakenbush, Raes, Rodda, Rogers, Schuiteman, Schwartsburd, Scotland, Simmons, Simpson, Stevens, Sundue, Testo, Trias-Blasi, Turner, Utteridge, Walsingham, Webber, Wei, Weiblen, Weigend, Weston, Wilde, Wilkie, Wilmot-Dear, Wilson, Wood, Zhang & van Welzen (2020) New Guinea has the world's richest island flora. Nature 584, 579-583.",New Guinea,Checklist,all,2,Tracheophyta,1,1,0,1,1,0,2021-02-09
10497,"Elizabeth Joyce, Kevin Thiele, Ferry Slik, Darren Crayn, Joyce, Thiele, Slik & Crayn (2020) Checklist of the vascular flora of the Sunda-Sahul Convergence Zone. Pensoft Publishers 8, e51094.",Sunda Shelf,Checklist,native,2,Tracheophyta,1,1,0,0,0,0,2021-03-11
10598,"BGCI (2021) GlobalTreeSearch online database (version 1.4). Available at: https://tools.bgci.org/global_tree_search.php, last accessed  19.02.2021.",World,Species Database,other subset,5,Spermatophyta,1,1,0,1,1,0,2021-02-25
10599,"Ghazanfar, Keppel & Khan (2001) Coastal vegetation of small islands near Viti Levu and Ovalau, Fiji. New Zealand journal of botany 39, 587-600.",small islands near Viti Levu and Ovalau,Survey,native and naturalized,2,Tracheophyta,1,1,1,1,1,0,2020-09-30
10600,Inderjit (pers. comm.) State level vascular plant checklists for India.,India,Checklist,native,2,Tracheophyta,1,1,0,0,0,1,2021-03-12
10601,"Hassler (2020) World Ferns. Synonymic Checklist and Distribution of Ferns and Lycophytes of the World. Available at: www.worldplants.de/ferns/, last accessed  accessed via Species 2000 & ITIS Catalogue of Life 22.09.2020.",World,Checklist,all,4,Pteridophyta,1,1,0,1,0,1,2021-05-26
10602,"Alsos, Ehrich, Eidesen, Solstad, Westergaard, Schönswetter, Tribsch, Birkeland, Elven & Brochmann (2015) Long-distance plant dispersal to North Atlantic islands. AoB Plants 7, plv036.",Arctic Islands,Survey,native,2,Tracheophyta,1,1,0,1,0,0,2020-10-21
10603,"Burton (unpublished) Red list assessment of Cayman Islands' native flora for legislation and conservation planning. Royal Botanic Gardens Kew, 9p.",Cayman Islands,Red list,native,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10604,"Keith, Abdou & Labat (unpublished) Inventaire Faunistique des rivières des Comores et Inventaire botanique. Museum National D’Histoire Naturelle.",Comores,Checklist,endemic,2,Tracheophyta,1,1,0,1,1,0,2021-11-23
10605,"Fosberg & Sachet (1969) Wake Island vegetation and flora, 1961-1963. Atoll Research Bulletin 123, 1-15.",Wake island,Checklist,all,2,Tracheophyta,1,1,0,0,0,0,2021-11-23
10606,"Barnes, Duncan & Todd (2002) The native vegetation of King Island, Bass Strait. Natural Heritage Trust, Tasmania. Department of Primary Industries, Water and Environment. Nature Conservation Branch, Hobart, Australia.",King Island,Report,all,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10607,"Meades, Hay & Brouillet (2005) Annotated checklist of the vascular plants of Newfoundland and Labrador. The Provincial Museum of Newfoundland and Labrador, St. John’s, NF, Canada., Sault Ste. Marie, Ontario.",New Foundland and Labrador,Checklist,all,2,Tracheophyta,1,1,1,0,0,0,2021-11-23
10608,"Boullet, Hivert & Gigord (2018) An Updated Account of the Vascular Flora of the Iles Eparses (Southwest Indian Ocean). Atoll Research Bulletin 614, 1-64.",Iles Esparses,Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10609,"Carlson, Trammell, Nawrocki & Noongwook (2018) Additions to the Vascular Plant Flora of St. Lawrence Island, Alaska. Rhodora 120, 1-41.",St Lawrence Island,Checklist,all,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10610,"Sykes (1981) The vegetation of Late, Tonga. Allertonia 2, 323-353.","Late, Tonga",Survey,all,2,Tracheophyta,1,1,0,1,0,0,2021-11-23
10611,"Huang (1994) Flora of Taiwan, vol. I–VI. National Taiwan University, Taipei, Taiwan.",Taiwan,Flora,all,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10612,"Thaman & Tye (2015) Flora of Kiritimati (Christmas) Atoll, Northern Line Islands, Republic of Kiribati. Atoll Research Bulletin 608, 1-73.",Kiritimati Atoll,Flora,all,2,Tracheophyta,1,1,0,1,0,0,2021-11-23
10613,"Thaman (unpublished) Vascular plants and vegetation of Makaluva reef islet , Rewa province, Viti Levu, Fiji islands. South Pacific Regional Herbarium, Institute of Applied Science, The University of the South Pacific.",Makaluva Reef,Survey,all,2,Tracheophyta,1,1,0,1,0,0,2021-11-23
10614,"Latiff, Hanum, Ibrahim, Goh, Loo & Tan (1999) On the vegetation and flora of Pulau Tioman, Peninsular Malaysia. Raffles Bulletin of Zoology 6, 11-72.",Tioman,Checklist,endemic,5,Spermatophyta,1,1,0,1,1,0,2021-11-23
10615,"Woinarski, Brennan, Cowie, Kerrigan & Hempel (unpublished) Biodiversity conservation on the Tiwi islands, Northern Territory. Natural Heritage Trust & Department of Infrastructure, Planning and Environment, Northern Territory Government.",Tiwi island,Survey,all,2,Tracheophyta,1,1,0,1,0,0,2021-11-23
10616,Directorate of Wrangel Island Reserve (unpublished) Natural System of Wrangel Island Reserve. UNESCO.,Wrangel and Herald Islands,Report,native,2,Tracheophyta,1,1,1,1,0,0,2021-11-23
10617,Hinoma & Hinoma (2013) Flora of Hokkaido. Available at: https://www.hinoma.com/maps/index.shtml.,Hokkaido,Species Database,native,2,Tracheophyta,1,1,0,0,0,0,2021-11-23
10618,"Brownsey & Perrie (2011) A revised checklist of Fijian ferns and lycophytes. Telopea 13, 513-562.",Fiji,Checklist,all,4,Pteridophyta,1,1,0,1,0,0,2021-11-23
10619,"Fosberg, Groves & Sigee (1966) List of Addu vascular plants. Atoll Research Bulletin 116, 75-92.",Addu Atoll,Checklist,all,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10620,"Freid, Francisco-Ortega & Jestrow (2014) Endemic Seed Plants in the Bahamian Archipelago. The Botanical Review NA, 1-27.",Bahamas,Survey,endemic,5,Spermatophyta,1,1,0,1,0,0,2021-11-24
10621,"Virtual Biodiversity Museum of Cyprus (2020) Flora of Cyprus - Endemic plants of Cyprus. Available at: http://www.naturemuseum.org.cy/lang1/endemic_plants.html, last accessed  02.20.2020.",Cyprus,Species Database,endemic,5,Spermatophyta,1,1,0,1,0,0,2021-11-24
10622,"Francisco-Ortega, Wang, Wang, Xing, Liu, Xu, Xu, Luo, Song, Gale, Boufford, Maunder & An (2010) Endemic Seed Plant Species from Hainan Island: A Checklist. The Botanical Review 76, 295-345.",Hainan,Checklist,endemic,5,Spermatophyta,1,1,0,1,0,0,2021-11-24
10623,"Kim (2009) Vascular Plant Diversity of Jeju Island, Korea. Korean Journal of Plant Resources 22, 558-570.",Jeju,Checklist,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10624,"Takahashi (2015) Plants of the Kuril Islands. The Hokkaido University Press, Sapporo, Japan.",Kurils,Checklist,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10625,"Greenway, Rodgers, Wingfield & Mwasumbi (1988) The vegetation of Mafia Island, Tanzania. Kirkia 13, 197-238.",Mafia Island,Checklist,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10626,"Mifsud (2020) MaltaWildPlants.com - an online flora of Malta. Available at: http://www.maltawildplants.com/, last accessed  02.10.2020.",Malta,Species Database,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10627,"Villanueva & Buot Jr (2015) Threatened Plant Species of Mindoro, Philippines. IAMURE International Journal of Ecology and Conservation 14, 168-190.",Mindoro,Checklist,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10628,"Kudo (1922) Flora of the Island of Paramushir. Journal of the College of Agriculture, Hokkaido Imperial University, Sapporo, Japan= 11, 23-174.",Paramushir,Flora,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10629,"Kwanini Foundation (2019) Pemba’s Unique Species. Available at: http://kwaninifoundation.org/2019/05/23/2019-pemba-endemics/, last accessed  13.10.2020.",Pemba,Account,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10630,"Shetland Bird Club (2020) Nature in Shetland. Available at: https://www.nature-shetland.co.uk/shetland-endemics, last accessed  02.10.2020.",Shetland,Account,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
10631,"Foggi, Viciani, Baldini, Carta & Guidi (2015) Conservation assessment of the endemic plants of the Tuscan Archipelago, Italy. Oryx 49, 118-126.",Tuscan Archipelago,Survey,endemic,2,Tracheophyta,1,1,0,1,0,0,2021-11-24
